living_space,price_per_unit,bathroom_number,property_type,furnished,state,built_year,latitude,land_space,premium,bedroom_number,price,address,longitude,tenure,district,price_usd,price_per_unit_usd
392.0,61967,4,Detached House,,Phuket,,8.0021543888673,305.0,0,3,18900000,"Choeng Thale, Thalang, Phuket",98.314223505324,,Choeng Thale,555882.0,1823.0
500.0,18125,4,Detached House,,Phuket,,7.7738803638429,1599.9999999999998,0,4,29000000,"Rawai, Muang Phuket, Phuket",98.323753138929,,Rawai,852941.0,533.0
140.0,40753,2,Detached House,,Phuket,,7.953221354138,292.0,0,3,11900000,"Ko Kaeo, Muang Phuket, Phuket",98.36673037626,,Ko Kaeo,350000.0,1199.0
700.0,72500,8,Detached House,,Phuket,,7.812341446343,2000.0,0,8,145000000,"Karon, Muang Phuket, Phuket",98.298151276419,,Karon,4264706.0,2132.0
300.0,65555,4,Detached House,,Phuket,,7.9576013966977,180.0,0,3,11800000,"Ko Kaeo, Muang Phuket, Phuket",98.37138836261,,Ko Kaeo,347059.0,1928.0
300.0,93333,4,Condo,,Phuket,,7.8211150188107,,0,3,28000000,"Karon, Muang Phuket, Phuket",98.298642316194,,Karon,823529.0,2745.0
231.0,72727,3,Detached House,,Phuket,,7.7732480968711,385.0,0,3,28000000,"Rawai, Muang Phuket, Phuket",98.323273616262,,Rawai,823529.0,2139.0
120.0,27500,2,Detached House,,Phuket,,7.8953294161319,200.0,0,3,5500000,"Kathu, Kathu, Phuket",98.340300341546,,Kathu,161765.0,809.0
255.0,24583,5,Detached House,,Phuket,,7.7864043894102,240.0,0,4,5900000,"Rawai, Muang Phuket, Phuket",98.327453988005,,Rawai,173529.0,723.0
100.0,25000,2,Detached House,,Phuket,,7.7807590507814,159.6,0,2,3990000,"Rawai, Muang Phuket, Phuket",98.308268918387,,Rawai,117353.0,735.0
250.0,30692,4,Detached House,,Phuket,,7.9350574870664,650.0,0,3,19950000,"Ko Kaeo, Muang Phuket, Phuket",98.425537486169,,Ko Kaeo,586765.0,903.0
120.0,30243,3,Detached House,,Phuket,,7.9574557058332,205.0,0,3,6200000,"Kammala, Kathu, Phuket",98.28603228582,,Kammala,182353.0,890.0
500.0,26363,5,Detached House,,Phuket,,8.0047135977934,1100.0,0,4,29000000,"Choeng Thale, Thalang, Phuket",98.299935269684,,Choeng Thale,852941.0,775.0
120.0,112500,2,Condo,,Phuket,,7.8515918316678,,0,2,13500000,"Karon, Muang Phuket, Phuket",98.298367164335,,Karon,397059.0,3309.0
250.0,23138,3,Detached House,,Phuket,,7.8447882118745,497.00000000000006,0,4,11500000,"Karon, Muang Phuket, Phuket",98.298455031379,,Karon,338235.0,681.0
35.0,104285,1,Condo,,Phuket,,7.844461909546,,0,1,3650000,"Karon, Muang Phuket, Phuket",98.295508691414,,Karon,107353.0,3067.0
140.0,15600,2,Detached House,,Phuket,,7.7732671530933,500.0,0,2,7800000,"Rawai, Muang Phuket, Phuket",98.321802539752,,Rawai,229412.0,459.0
206.0,105825,2,Condo,,Phuket,,7.8861595966016,,0,2,21800000,"Patong, Kathu, Phuket",98.282354923179,,Patong,641176.0,3112.0
320.0,12900,4,Detached House,,Phuket,,7.7797639290299,1000.0,0,4,12900000,"Rawai, Muang Phuket, Phuket",98.306619364557,,Rawai,379412.0,379.0
250.0,44237,3,Detached House,,Phuket,,7.8273002558455,269.0,0,3,11900000,"Chalong, Muang Phuket, Phuket",98.344425532544,,Chalong,350000.0,1301.0
750.0,35600,7,Detached House,,Phuket,,7.9546133620028,750.0,0,6,26700000,"Kammala, Kathu, Phuket",98.285143726657,,Kammala,785294.0,1047.0
1160.0,36206,4,Detached House,,Phuket,,8.0114101968498,1160.0,0,4,42000000,"Choeng Thale, Thalang, Phuket",98.296158250288,,Choeng Thale,1235294.0,1065.0
500.0,100000,5,Detached House,,Phuket,,7.8906671771026,500.0,0,5,50000000,"Ratsada, Muang Phuket, Phuket",98.43303870981,,Ratsada,1470588.0,2941.0
330.0,141271,5,Detached House,,Phuket,,8.0525008718387,495.5,0,4,70000000,"Pa Khlok, Thalang, Phuket",98.429592370319,,Pa Khlok,2058824.0,4155.0
613.0,56197,4,Detached House,,Phuket,,7.9471115856189,710.0,0,4,39900000,"Kammala, Kathu, Phuket",98.276842558854,,Kammala,1173529.0,1653.0
230.0,28260,2,Detached House,,Phuket,,7.7713282055093,230.0,0,2,6500000,"Rawai, Muang Phuket, Phuket",98.318565902817,,Rawai,191176.0,831.0
200.0,39600,4,Detached House,,Phuket,,7.7795944124499,500.0,0,4,19800000,"Rawai, Muang Phuket, Phuket",98.306004389649,,Rawai,582353.0,1165.0
190.0,44817,3,Detached House,,Phuket,,7.9996855806662,357.0,0,4,16000000,"Choeng Thale, Thalang, Phuket",98.303760988519,,Choeng Thale,470588.0,1318.0
672.0,52083,7,Detached House,,Phuket,,7.9955966164215,1344.0,0,6,70000000,"Pa Khlok, Thalang, Phuket",98.410246625098,,Pa Khlok,2058824.0,1532.0
227.0,211453,3,Condo,,Phuket,,8.0115458282971,,0,3,48000000,"Choeng Thale, Thalang, Phuket",98.292644069551,,Choeng Thale,1411765.0,6219.0
369.0,42441,3,Detached House,,Phuket,,7.9953510569469,424.00000000000006,0,3,17995000,"Choeng Thale, Thalang, Phuket",98.29506634113,,Choeng Thale,529265.0,1248.0
210.0,21281,3,Detached House,,Phuket,,7.7768858412122,399.4,0,2,8500000,"Rawai, Muang Phuket, Phuket",98.328946944375,,Rawai,250000.0,626.0
200.0,30243,3,Detached House,,Phuket,,7.9584414022293,205.0,0,3,6200000,"Kammala, Kathu, Phuket",98.287446453474,,Kammala,182353.0,890.0
280.0,33125,4,Detached House,,Phuket,,8.034081926187,799.9999999999999,0,3,26500000,"Choeng Thale, Thalang, Phuket",98.286255198971,,Choeng Thale,779412.0,974.0
500.0,15600,2,Detached House,,Phuket,,8.0098996828485,500.0,0,2,7800000,"Choeng Thale, Thalang, Phuket",98.298791058838,,Choeng Thale,229412.0,459.0
995.0,97332,5,Detached House,,Phuket,,7.9251097448973,1387.0,0,4,135000000,"Kammala, Kathu, Phuket",98.267575979147,,Kammala,3970588.0,2863.0
290.0,36976,5,Detached House,,Phuket,,7.8208244197404,430.0,0,5,15900000,"Karon, Muang Phuket, Phuket",98.298504106946,,Karon,467647.0,1088.0
672.0,52083,7,Detached House,,Phuket,,8.1610989539247,1344.0,0,6,70000000,"Mai Khao, Thalang, Phuket",98.3390583768,,Mai Khao,2058824.0,1532.0
350.0,25428,2,Detached House,,Phuket,,7.8254926759499,350.0,0,3,8900000,"Chalong, Muang Phuket, Phuket",98.34388976692,,Chalong,261765.0,748.0
300.0,15600,3,Detached House,,Phuket,,7.7719713710546,500.0,0,3,7800000,"Rawai, Muang Phuket, Phuket",98.321714401245,,Rawai,229412.0,459.0
1200.0,98333,5,Detached House,,Phuket,,7.8381463807762,1200.0,0,5,118000000,"Wichit, Muang Phuket, Phuket",98.404904232386,,Wichit,3470588.0,2892.0
300.0,28333,5,Detached House,,Phuket,,7.8194246015951,600.0,0,4,17000000,"Karon, Muang Phuket, Phuket",98.300690972858,,Karon,500000.0,833.0
185.0,28095,2,Detached House,,Phuket,,7.8959306724603,210.0,0,3,5900000,"Kathu, Kathu, Phuket",98.337740140038,,Kathu,173529.0,826.0
189.0,14893,3,Detached House,,Phuket,,8.0197106074436,376.0,0,3,5600000,"Thep Krasattri, Thalang, Phuket",98.335361480713,,Thep Krasattri,164706.0,438.0
646.0,53527,8,Detached House,,Phuket,,8.1414420432758,1643.9999999999998,0,7,88000000,"Mai Khao, Thalang, Phuket",98.298069875266,,Mai Khao,2588235.0,1574.0
449.0,96571,4,Detached House,,Phuket,,8.0281034092837,350.0,0,3,33800000,"Choeng Thale, Thalang, Phuket",98.299934864044,,Choeng Thale,994118.0,2840.0
799.9999999999999,156250,10,Detached House,,Phuket,,7.8217875651078,1599.9999999999998,0,8,250000000,"Karon, Muang Phuket, Phuket",98.30039990828,,Karon,7352941.0,4596.0
1650.0,16666,5,Detached House,,Phuket,,8.0131429758376,1650.0,0,4,27500000,"Choeng Thale, Thalang, Phuket",98.296555871961,,Choeng Thale,808824.0,490.0
1650.0,16666,5,Detached House,,Phuket,,7.7793645467701,1650.0,0,4,27500000,"Rawai, Muang Phuket, Phuket",98.329585386922,,Rawai,808824.0,490.0
300.0,22302,8,Detached House,,Phuket,,7.8174918969106,695.0,0,7,15500000,"Wichit, Muang Phuket, Phuket",98.398263222788,,Wichit,455882.0,656.0
300.0,28333,5,Detached House,,Phuket,,7.8209337107223,600.0,0,4,17000000,"Karon, Muang Phuket, Phuket",98.298471673128,,Karon,500000.0,833.0
480.0,37500,4,Detached House,,Phuket,,7.8224890925347,600.0,0,4,22500000,"Karon, Muang Phuket, Phuket",98.301451675352,,Karon,661765.0,1103.0
200.0,22500,5,Detached House,,Phuket,,7.8483901662846,600.0,0,5,13500000,"Wichit, Muang Phuket, Phuket",98.367176587446,,Wichit,397059.0,662.0
500.0,28000,3,Detached House,,Phuket,,7.7709930207892,500.0,0,2,14000000,"Rawai, Muang Phuket, Phuket",98.319410493041,,Rawai,411765.0,824.0
170.0,37826,3,Detached House,,Phuket,,7.961628144597,290.8,0,3,11000000,"Ko Kaeo, Muang Phuket, Phuket",98.3753114539,,Ko Kaeo,323529.0,1113.0
476.0,52783,5,Detached House,,Phuket,,8.01278234606,1042.0,0,4,55000000,"Choeng Thale, Thalang, Phuket",98.304057809745,,Choeng Thale,1617647.0,1552.0
185.0,29545,3,Detached House,,Phuket,,7.8185708036213,220.0,0,3,6500000,"Rawai, Muang Phuket, Phuket",98.331187191287,,Rawai,191176.0,869.0
95.0,21666,2,Detached House,,Phuket,,7.7733979059392,300.0,0,2,6500000,"Rawai, Muang Phuket, Phuket",98.321722863349,,Rawai,191176.0,637.0
300.0,41054,3,Detached House,,Phuket,,8.0015313894442,370.0,0,3,15190000,"Sri Sunthon, Thalang, Phuket",98.323299109268,,Sri Sunthon,446765.0,1207.0
721.0,30937,5,Detached House,,Phuket,,7.9849169041652,1599.9999999999998,0,4,49500000,"Sri Sunthon, Thalang, Phuket",98.328255049683,,Sri Sunthon,1455882.0,910.0
160.0,32250,4,Detached House,,Phuket,,7.7735179709165,200.0,0,4,6450000,"Rawai, Muang Phuket, Phuket",98.31984272486,,Rawai,189706.0,949.0
250.0,47600,3,Detached House,,Phuket,,7.8291735196182,250.0,0,3,11900000,"Chalong, Muang Phuket, Phuket",98.343564994481,,Chalong,350000.0,1400.0
300.0,21944,4,Detached House,,Phuket,,8.012136289919,360.0,0,3,7900000,"Choeng Thale, Thalang, Phuket",98.297272211097,,Choeng Thale,232353.0,645.0
320.0,17500,3,Detached House,,Phuket,,7.9538358642843,799.9999999999999,0,3,14000000,"Ko Kaeo, Muang Phuket, Phuket",98.371230007527,,Ko Kaeo,411765.0,515.0
265.0,19827,3,Detached House,,Phuket,,7.7779148104703,580.0,0,3,11500000,"Rawai, Muang Phuket, Phuket",98.32414073189,,Rawai,338235.0,583.0
200.0,26000,3,Detached House,,Phuket,,7.9406272487802,200.0,0,2,5200000,"Ko Kaeo, Muang Phuket, Phuket",98.381667032446,,Ko Kaeo,152941.0,765.0
385.0,23750,3,Detached House,,Phuket,,7.7796915201021,400.0,0,5,9500000,"Rawai, Muang Phuket, Phuket",98.30558462795,,Rawai,279412.0,699.0
650.0,16095,4,Detached House,,Phuket,,7.8265160622309,1050.0,0,4,16900000,"Chalong, Muang Phuket, Phuket",98.337213216188,,Chalong,497059.0,473.0
200.0,16725,4,Detached House,,Phuket,,7.9569303829835,568.0,0,3,9500000,"Kammala, Kathu, Phuket",98.283717850096,,Kammala,279412.0,492.0
300.0,27812,2,Detached House,,Phuket,,7.784431971169,320.0,0,3,8900000,"Rawai, Muang Phuket, Phuket",98.328109613365,,Rawai,261765.0,818.0
260.0,15000,5,Detached House,,Phuket,,7.7725112706998,900.0,0,4,13500000,"Rawai, Muang Phuket, Phuket",98.32171137695,,Rawai,397059.0,441.0
45.0,55555,1,Condo,,Phuket,,8.0012512923498,,0,1,2500000,"Choeng Thale, Thalang, Phuket",98.294722889448,,Choeng Thale,73529.0,1634.0
116.0,28448,2,Condo,,Phuket,,7.7725106184177,,0,2,3300000,"Rawai, Muang Phuket, Phuket",98.320898690172,,Rawai,97059.0,837.0
200.0,27812,2,Detached House,,Phuket,,7.7722478397098,320.0,0,3,8900000,"Rawai, Muang Phuket, Phuket",98.321521794889,,Rawai,261765.0,818.0
180.0,38764,4,Detached House,,Phuket,,7.9986172469387,178.0,0,3,6900000,"Choeng Thale, Thalang, Phuket",98.305693847152,,Choeng Thale,202941.0,1140.0
120.0,13782,2,Detached House,,Phuket,,7.9306280748618,312.0,0,3,4300000,"Ko Kaeo, Muang Phuket, Phuket",98.37680279871,,Ko Kaeo,126471.0,405.0
450.0,26818,4,Detached House,,Phuket,,7.9928186179985,1100.0,0,4,29500000,"Choeng Thale, Thalang, Phuket",98.302651675931,,Choeng Thale,867647.0,789.0
481.0,80277,4,Detached House,,Phuket,,7.7724463771351,360.0,0,4,28900000,"Rawai, Muang Phuket, Phuket",98.321781984252,,Rawai,850000.0,2361.0
346.0,97649,4,Detached House,,Phuket,,7.87893910135,553.0,0,3,54000000,"Ratsada, Muang Phuket, Phuket",98.432813494187,,Ratsada,1588235.0,2872.0
30.0,70000,1,Condo,,Phuket,,7.7719248659186,,0,1,2100000,"Rawai, Muang Phuket, Phuket",98.320833097952,,Rawai,61765.0,2059.0
125.0,60000,2,Condo,,Phuket,,7.7731757298203,,0,2,7500000,"Rawai, Muang Phuket, Phuket",98.322904986577,,Rawai,220588.0,1765.0
874.0,35555,5,Detached House,,Phuket,,8.004307433895,1800.0,0,5,64000000,"Choeng Thale, Thalang, Phuket",98.298274130521,,Choeng Thale,1882353.0,1046.0
85.0,77647,2,Condo,,Phuket,,7.8329996233816,,0,2,6600000,"Karon, Muang Phuket, Phuket",98.299895356825,,Karon,194118.0,2284.0
49.99999999999999,90000,1,Condo,,Phuket,,7.832801038987,,0,1,4500000,"Karon, Muang Phuket, Phuket",98.299859656565,,Karon,132353.0,2647.0
240.0,57916,2,Condo,,Phuket,,7.8206120082448,,0,2,13900000,"Karon, Muang Phuket, Phuket",98.298387087408,,Karon,408824.0,1703.0
388.0,62171,4,Detached House,,Phuket,,7.9999455654122,304.0,0,3,18900000,"Choeng Thale, Thalang, Phuket",98.307637467364,,Choeng Thale,555882.0,1829.0
790.0000000000001,30222,5,Detached House,,Phuket,,7.7793736226207,943.0,0,5,28500000,"Rawai, Muang Phuket, Phuket",98.306364778324,,Rawai,838235.0,889.0
169.0,97633,2,Condo,,Phuket,,7.976236939393,,0,2,16500000,"Choeng Thale, Thalang, Phuket",98.279678717576,,Choeng Thale,485294.0,2872.0
330.0,37393,4,Detached House,,Phuket,,8.006814430131,468.0,0,3,17500000,"Sri Sunthon, Thalang, Phuket",98.320544937185,,Sri Sunthon,514706.0,1100.0
150.0,60000,3,Condo,,Phuket,,7.9255053149308,,0,3,9000000,"Kathu, Kathu, Phuket",98.34242280593,,Kathu,264706.0,1765.0
234.0,28378,3,Detached House,,Phuket,,7.785494274195,370.0,0,2,10500000,"Rawai, Muang Phuket, Phuket",98.30789247811,,Rawai,308824.0,835.0
200.0,18571,3,Detached House,,Phuket,,7.7728814305712,350.0,0,2,6500000,"Rawai, Muang Phuket, Phuket",98.32051078981,,Rawai,191176.0,546.0
35.0,62857,1,Condo,,Phuket,,7.9390538097355,,0,1,2200000,"Ko Kaeo, Muang Phuket, Phuket",98.399097641882,,Ko Kaeo,64706.0,1849.0
195.0,19407,3,Detached House,,Phuket,,7.9052083426995,304.0,0,3,5900000,"Kathu, Kathu, Phuket",98.333475719916,,Kathu,173529.0,571.0
420.0,100000,4,Detached House,,Phuket,,8.0487112156468,750.0,0,3,75000000,"Pa Khlok, Thalang, Phuket",98.428380486953,,Pa Khlok,2205882.0,2941.0
250.0,18695,3,Detached House,,Phuket,,7.8519696030295,690.0,0,4,12900000,"Chalong, Muang Phuket, Phuket",98.352661449861,,Chalong,379412.0,550.0
35.0,61428,1,Condo,,Phuket,,7.9391839309832,,0,1,2150000,"Ko Kaeo, Muang Phuket, Phuket",98.399469399584,,Ko Kaeo,63235.0,1807.0
295.0,55555,3,Detached House,,Phuket,,7.9787710381271,450.0,0,3,25000000,"Choeng Thale, Thalang, Phuket",98.281376707755,,Choeng Thale,735294.0,1634.0
600.0,27777,5,Detached House,,Phuket,,8.0138303347812,900.0,0,4,25000000,"Choeng Thale, Thalang, Phuket",98.303205617954,,Choeng Thale,735294.0,817.0
167.0,19285,9,Detached House,,Phuket,,7.7775848827407,1400.0,0,9,27000000,"Rawai, Muang Phuket, Phuket",98.306986860421,,Rawai,794118.0,567.0
247.0,38866,4,Detached House,,Phuket,,8.0076320818696,247.0,0,3,9600000,"Choeng Thale, Thalang, Phuket",98.299155434291,,Choeng Thale,282353.0,1143.0
180.0,40573,3,Detached House,,Phuket,,7.7748766500913,244.00000000000003,0,3,9900000,"Rawai, Muang Phuket, Phuket",98.323135342686,,Rawai,291176.0,1193.0
750.0,53125,7,Detached House,,Phuket,,7.9927660592223,1599.9999999999998,0,6,85000000,"Pa Khlok, Thalang, Phuket",98.416654621963,,Pa Khlok,2500000.0,1562.0
750.0,53125,7,Detached House,,Phuket,,7.9877779045163,1599.9999999999998,0,6,85000000,"Pa Khlok, Thalang, Phuket",98.420427741616,,Pa Khlok,2500000.0,1562.0
150.0,38866,4,Detached House,,Phuket,,8.005091509881,247.0,0,3,9600000,"Choeng Thale, Thalang, Phuket",98.31055639812,,Choeng Thale,282353.0,1143.0
65.0,121538,3,Condo,,Phuket,,7.9831089685072,,0,2,7900000,"Choeng Thale, Thalang, Phuket",98.278937486014,,Choeng Thale,232353.0,3575.0
323.0,60802,3,Detached House,,Phuket,,8.0107039245394,411.0,0,3,24990000,"Choeng Thale, Thalang, Phuket",98.295463966952,,Choeng Thale,735000.0,1788.0
374.0,36973,3,Detached House,,Phuket,,8.0124273657531,641.0,0,3,23700000,"Choeng Thale, Thalang, Phuket",98.297075895151,,Choeng Thale,697059.0,1087.0
335.0,43449,3,Detached House,,Phuket,,8.0129049619939,458.0,0,3,19900000,"Choeng Thale, Thalang, Phuket",98.297822417971,,Choeng Thale,585294.0,1278.0
296.0,43222,3,Detached House,,Phuket,,8.0152245194952,391.0,0,2,16900000,"Choeng Thale, Thalang, Phuket",98.29609414333,,Choeng Thale,497059.0,1271.0
504.0,22222,5,Detached House,,Phuket,,8.0181773310456,1530.0,0,4,34000000,"Choeng Thale, Thalang, Phuket",98.299620121039,,Choeng Thale,1000000.0,654.0
400.0,63380,3,Detached House,,Phuket,,7.962950057604,710.0,0,3,45000000,"Ko Kaeo, Muang Phuket, Phuket",98.384467270276,,Ko Kaeo,1323529.0,1864.0
300.0,33506,3,Detached House,,Phuket,,8.0120346944002,385.0,0,3,12900000,"Choeng Thale, Thalang, Phuket",98.314544653364,,Choeng Thale,379412.0,985.0
450.0,16888,4,Detached House,,Phuket,,8.0094220264537,450.0,0,4,7600000,"Choeng Thale, Thalang, Phuket",98.315497514191,,Choeng Thale,223529.0,497.0
103.0,126213,2,Condo,,Phuket,,7.913325827193,,0,2,13000000,"Patong, Kathu, Phuket",98.295110257657,,Patong,382353.0,3712.0
241.0,62686,3,Detached House,,Phuket,,7.9781908868656,335.0,0,3,21000000,"Choeng Thale, Thalang, Phuket",98.279607235004,,Choeng Thale,617647.0,1844.0
227.0,49090,3,Detached House,,Phuket,,7.7818953048434,550.0,0,3,27000000,"Rawai, Muang Phuket, Phuket",98.320345644373,,Rawai,794118.0,1444.0
214.0,135514,4,Condo,,Phuket,,7.8982885356643,,0,3,29000000,"Patong, Kathu, Phuket",98.29734862679,,Patong,852941.0,3986.0
1599.9999999999998,91666,7,Detached House,,Phuket,,7.8918933397837,1200.0,0,6,110000000,"Patong, Kathu, Phuket",98.298620297232,,Patong,3235294.0,2696.0
380.0,17181,4,Detached House,,Phuket,,8.061471846694,518.0,0,3,8900000,"Sa Khu, Thalang, Phuket",98.306960202969,,Sa Khu,261765.0,505.0
200.0,14629,3,Detached House,,Phuket,,7.7731763052396,540.0,0,3,7900000,"Rawai, Muang Phuket, Phuket",98.321592285081,,Rawai,232353.0,430.0
296.0,30395,3,Detached House,,Phuket,,8.0130940175378,556.0,0,2,16900000,"Choeng Thale, Thalang, Phuket",98.295339226726,,Choeng Thale,497059.0,894.0
180.0,41283,4,Detached House,,Phuket,,7.8192479891052,434.8,0,4,17950000,"Rawai, Muang Phuket, Phuket",98.332030200735,,Rawai,527941.0,1214.0
392.0,32400,4,Detached House,,Phuket,,8.0138677726094,679.0,0,3,22000000,"Choeng Thale, Thalang, Phuket",98.295832799524,,Choeng Thale,647059.0,953.0
442.0,63545,4,Detached House,,Phuket,,8.0133611965168,598.0,0,4,38000000,"Choeng Thale, Thalang, Phuket",98.293096268877,,Choeng Thale,1117647.0,1869.0
250.0,18636,4,Detached House,,Phuket,,7.773170859771,550.0,0,3,10250000,"Rawai, Muang Phuket, Phuket",98.32194016072,,Rawai,301471.0,548.0
200.0,32894,3,Detached House,,Phuket,,7.7900051925682,304.0,0,3,10000000,"Rawai, Muang Phuket, Phuket",98.332884190401,,Rawai,294118.0,967.0
168.0,21666,3,Detached House,,Phuket,,8.0010275754034,300.0,0,3,6500000,"Choeng Thale, Thalang, Phuket",98.293435881573,,Choeng Thale,191176.0,637.0
500.0,92000,4,Detached House,,Phuket,,7.974999052604,750.0,0,4,69000000,"Choeng Thale, Thalang, Phuket",98.280108877909,,Choeng Thale,2029412.0,2706.0
47.0,101063,1,Condo,,Phuket,,7.7718863287885,,0,1,4750000,"Rawai, Muang Phuket, Phuket",98.32145690918,,Rawai,139706.0,2972.0
47.0,133829,1,Condo,,Phuket,,7.7723391172487,,0,1,6290000,"Rawai, Muang Phuket, Phuket",98.321773127516,,Rawai,185000.0,3936.0
856.0,60369,4,Detached House,,Phuket,,8.0226637696366,856.0,0,4,51676000,"Choeng Thale, Thalang, Phuket",98.293439824028,,Choeng Thale,1519882.0,1776.0
870.0000000000001,29687,5,Detached House,,Phuket,,8.0085483376008,1920.0,0,4,57000000,"Choeng Thale, Thalang, Phuket",98.298193788301,,Choeng Thale,1676471.0,873.0
600.0,17968,4,Detached House,,Phuket,,7.7723177819803,1599.9999999999998,0,4,28750000,"Rawai, Muang Phuket, Phuket",98.321759492186,,Rawai,845588.0,528.0
56.0,162500,1,Condo,,Phuket,,7.8688358867825,,0,1,9100000,"Karon, Muang Phuket, Phuket",98.27731604021,,Karon,267647.0,4779.0
300.0,96666,4,Detached House,,Phuket,,7.87185161706,300.0,0,3,29000000,"Karon, Muang Phuket, Phuket",98.278250209639,,Karon,852941.0,2843.0
480.0,29833,5,Detached House,,Phuket,,7.821955822333,600.0,0,4,17900000,"Karon, Muang Phuket, Phuket",98.299696538339,,Karon,526471.0,877.0
449.0,103714,4,Detached House,,Phuket,,8.0325434788888,350.0,0,3,36300000,"Choeng Thale, Thalang, Phuket",98.286653787457,,Choeng Thale,1067647.0,3050.0
200.0,45000,3,Detached House,,Phuket,,7.7797029106925,200.0,0,3,9000000,"Rawai, Muang Phuket, Phuket",98.326748400603,,Rawai,264706.0,1324.0
94.0,132978,2,Detached House,,Phuket,,7.8016678754295,94.0,0,2,12500000,"Rawai, Muang Phuket, Phuket",98.334624463167,,Rawai,367647.0,3911.0
250.0,38000,3,Detached House,,Phuket,,7.9594244152344,400.0,0,3,15200000,"Kammala, Kathu, Phuket",98.286095699663,,Kammala,447059.0,1118.0
397.0,135516,4,Condo,,Phuket,,7.8448587604095,,0,3,53800000,"Karon, Muang Phuket, Phuket",98.295854305104,,Karon,1582353.0,3986.0
1034.0,28916,4,Detached House,,Phuket,,8.0210978124852,1034.0,0,4,29900000,"Thep Krasattri, Thalang, Phuket",98.31965792566,,Thep Krasattri,879412.0,850.0
220.0,145454,3,Condo,,Phuket,,7.895199093145,,0,3,32000000,"Patong, Kathu, Phuket",98.297422739545,,Patong,941176.0,4278.0
575.0,24916,5,Detached House,,Phuket,,8.032099612952,1200.0,0,4,29900000,"Thep Krasattri, Thalang, Phuket",98.310964790108,,Thep Krasattri,879412.0,733.0
82.0,67073,1,Condo,,Phuket,,7.9759655192476,,0,2,5500000,"Choeng Thale, Thalang, Phuket",98.282499718183,,Choeng Thale,161765.0,1973.0
1006.0,43617,7,Detached House,,Phuket,,8.0631445085222,2178.0,0,5,95000000,"Sa Khu, Thalang, Phuket",98.277849650785,,Sa Khu,2794118.0,1283.0
